system:index,BoundaryScore,C3_-1_-1,C3_-1_0,C3_-1_1,C3_0_-1,C3_0_0,C3_0_1,C3_1_-1,C3_1_0,C3_1_1,Class,Method,Original_ID,PointID,RF_Pred,WC_-1_-1,WC_-1_0,WC_-1_1,WC_0_-1,WC_0_0,WC_0_1,WC_1_-1,WC_1_0,WC_1_1,center_C3,center_WC,has_C1,has_C1_nb8,has_C3,lat,lon,margin,n_C1,n_C1_nb8,n_C2,n_C2_nb8,n_C3,n_C3_nb8,note,prob_1,prob_2,prob_3,suggest_C_if_uncertain,.geo
00000000000000000008,2059.099581922459,1,2,2,1,2,2,2,2,2,2,BAMS150,7567,9,2,50,60,60,50,60,60,60,60,60,2,60,1,1,0,32.199886780443215,118.67180586131676,0.2866666666666666,2,2,7,6,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3566666666666667,0.6433333333333333,0.0,1,"{""type"":""Point"",""coordinates"":[118.67180586131676,32.199886780443215]}"
0000000000000000007c,948.5141750484172,2,1,1,2,1,1,1,1,1,2,BAMS150,9750,125,2,10,50,50,10,50,50,50,50,50,1,50,1,1,0,31.73608659925231,119.0305929857941,0.2766666666666666,7,6,2,2,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3566666666666667,0.6333333333333333,0.009999999776482582,1,"{""type"":""Point"",""coordinates"":[119.03059298579412,31.736086599252314]}"
00000000000000000081,936.8319477886641,1,1,1,2,2,2,2,1,1,2,BAMS150,5255,130,2,50,50,50,30,30,30,30,50,50,2,30,1,1,0,31.97396048648716,118.76801542824596,0.2866666666666666,5,5,4,3,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3566666666666667,0.6433333333333333,0.0,1,"{""type"":""Point"",""coordinates"":[118.76801542824597,31.97396048648716]}"
00000000000000000074,965.1594814980039,2,2,1,2,2,1,2,1,1,2,BAMS150,5812,117,2,10,10,50,10,10,50,10,50,50,2,10,1,1,0,32.30633714161138,118.76118823208668,0.2800000011920929,4,4,5,4,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.36000001430511475,0.6399999856948853,0.0,1,"{""type"":""Point"",""coordinates"":[118.76118823208668,32.30633714161138]}"
00000000000000000020,1379.027797345293,2,2,2,2,2,2,2,2,2,2,BAMS150,8466,33,2,30,40,40,40,40,40,40,40,40,2,40,0,0,0,32.157755793618016,118.58026753386498,0.26666666666666666,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.36666666666666664,0.6333333333333333,0.0,2,"{""type"":""Point"",""coordinates"":[118.58026753386497,32.157755793618016]}"
00000000000000000092,907.2160976132068,2,2,1,2,2,1,2,2,1,2,BAMS150,8628,147,2,10,10,50,10,10,50,30,30,50,2,10,1,1,0,32.00486253226087,118.92441211921118,0.26000000000000006,3,3,6,5,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.36666666666666664,0.6266666666666667,0.006666666666666667,1,"{""type"":""Point"",""coordinates"":[118.92441211921118,32.00486253226087]}"
0000000000000000000e,1653.3138058782733,1,1,1,2,1,1,2,1,1,2,BAMS150,9505,15,2,50,50,50,10,50,50,10,50,50,1,50,1,1,0,32.055168188171564,118.93878516375707,0.24666666666666665,7,6,2,2,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.37666666666666665,0.6233333333333333,0.0,1,"{""type"":""Point"",""coordinates"":[118.93878516375707,32.05516818817157]}"
0000000000000000001d,1406.3406250043874,2,2,2,2,2,2,2,2,2,2,BAMS150,9205,30,2,60,60,60,60,60,60,30,60,60,2,60,0,0,0,31.641673662891343,119.05197288955615,0.23333333333333334,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.38333333333333336,0.6166666666666667,0.0,2,"{""type"":""Point"",""coordinates"":[119.05197288955614,31.64167366289135]}"
00000000000000000035,1207.0332401799183,2,2,2,2,2,1,2,2,1,2,BAMS150,9424,54,2,40,10,10,40,10,50,10,10,50,2,10,1,1,0,31.41143545557151,118.91462048261428,0.23333333333333334,2,2,7,6,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.38333333333333336,0.6166666666666667,0.0,1,"{""type"":""Point"",""coordinates"":[118.9146204826143,31.411435455571514]}"
0000000000000000003c,1154.1265733436267,2,2,2,2,2,1,2,2,1,2,BAMS150,9477,61,2,40,40,40,40,40,50,40,40,50,2,40,1,1,0,31.659370473988503,118.95675146943948,0.23333333333333334,2,2,7,6,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.38333333333333336,0.6166666666666667,0.0,1,"{""type"":""Point"",""coordinates"":[118.95675146943947,31.659370473988503]}"
00000000000000000000,5440.850975559567,2,2,1,2,1,1,1,1,1,2,BAMS150,6972,1,2,60,60,50,60,50,50,50,50,50,1,50,1,1,0,31.81100609394788,118.55295874922776,0.22666666666666663,6,5,3,3,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.38666666666666666,0.6133333333333333,0.0,1,"{""type"":""Point"",""coordinates"":[118.5529587492278,31.81100609394789]}"
00000000000000000053,1089.0077756769542,2,2,2,2,2,2,2,2,2,2,BAMS150,5775,84,2,30,60,60,60,60,60,60,60,60,2,60,0,0,0,31.826007959192673,118.56310971193832,0.15333333333333332,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.42333333333333334,0.5766666666666667,0.0,2,"{""type"":""Point"",""coordinates"":[118.56310971193832,31.826007959192673]}"
00000000000000000093,905.3364525174852,3,3,3,3,3,3,2,2,2,3,BAMS150,11303,148,3,80,80,80,80,80,80,10,10,10,3,80,0,0,1,32.01672029401125,118.64171229929876,0.3799999952316284,0,0,3,3,6,5,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.05999999865889549,0.2800000011920929,0.6600000262260437,2,"{""type"":""Point"",""coordinates"":[118.64171229929877,32.01672029401125]}"
00000000000000000068,1005.2479961331676,3,3,2,3,3,2,3,2,2,3,BAMS150,11775,105,3,80,80,40,80,80,40,80,40,40,3,80,0,0,1,31.3602314843767,119.10380568144984,0.3499999940395355,0,0,4,4,5,4,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.08333333333333333,0.2833333333333333,0.6333333333333333,2,"{""type"":""Point"",""coordinates"":[119.10380568144984,31.360231484376705]}"
0000000000000000008c,919.6547358546765,2,2,3,3,3,3,3,3,3,3,BAMS150,13425,141,3,10,10,80,80,80,80,80,80,80,3,80,0,0,1,32.05346138913173,118.71681145705116,0.36333333333333334,0,0,2,2,7,6,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.08333333333333333,0.27666666666666667,0.6399999856948853,2,"{""type"":""Point"",""coordinates"":[118.71681145705118,32.05346138913174]}"
00000000000000000054,1083.9971951185037,3,3,2,3,2,2,2,2,2,3,BAMS150,11081,85,3,80,80,10,80,10,10,10,10,10,2,10,0,0,1,31.975846948583808,118.46195941094643,0.42666666666666664,0,0,6,5,3,3,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.09333333333333334,0.23999999463558197,0.6666666666666666,2,"{""type"":""Point"",""coordinates"":[118.46195941094643,31.975846948583808]}"
0000000000000000005c,1042.617076353243,3,3,3,2,3,3,3,3,3,3,BAMS150,11928,93,3,80,80,80,30,80,80,80,80,80,3,80,0,0,1,32.08373461420656,118.6721651874304,0.5099999904632568,0,0,1,1,8,7,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.09666666666666666,0.19666666666666666,0.7066666666666667,2,"{""type"":""Point"",""coordinates"":[118.67216518743042,32.08373461420657]}"
00000000000000000080,939.7943101993447,3,3,3,3,3,3,2,2,2,3,BAMS150,11832,129,3,80,80,80,80,80,80,30,10,10,3,80,0,0,1,31.91592931913304,118.42306235914408,0.49000000953674316,0,0,3,3,6,5,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.10333333333333333,0.20333333333333334,0.6933333333333334,2,"{""type"":""Point"",""coordinates"":[118.4230623591441,31.915929319133035]}"
00000000000000000023,1341.881484143907,2,2,2,2,2,2,2,3,3,3,BAMS150,11670,36,3,60,60,30,60,60,60,60,80,80,2,60,0,0,1,32.494354530577596,118.94049196279693,0.5199999999999999,0,0,7,6,2,2,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.17000000178813934,0.14000000059604645,0.6899999976158142,2,"{""type"":""Point"",""coordinates"":[118.94049196279691,32.494354530577596]}"
00000000000000000038,1169.4290604935584,2,3,2,2,3,2,3,3,2,3,BAMS150,13529,57,3,40,80,60,40,80,60,80,80,60,3,80,0,0,1,31.51815531132491,119.01792674028802,0.45999999999999996,0,0,5,5,4,3,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.19333333333333333,0.15333333333333332,0.6533333333333333,2,"{""type"":""Point"",""coordinates"":[119.01792674028802,31.518155311324904]}"
0000000000000000007b,949.0819991245148,3,3,3,3,3,3,2,3,3,3,BAMS150,10624,124,3,80,80,80,80,80,80,60,80,80,3,80,0,0,1,31.24282167674228,118.77672908650192,0.41999998688697815,0,0,1,1,8,7,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.24333333333333335,0.09333333333333334,0.6633333333333333,2,"{""type"":""Point"",""coordinates"":[118.77672908650192,31.24282167674228]}"
00000000000000000089,927.9524297079047,3,3,2,3,3,2,3,2,2,3,BAMS150,13112,138,3,80,80,30,80,80,30,80,30,30,3,80,0,0,1,32.047532508256545,118.6570734906572,0.4399999976158142,0,0,4,4,5,4,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.24333333333333335,0.07333333333333333,0.6833333333333333,2,"{""type"":""Point"",""coordinates"":[118.6570734906572,32.047532508256545]}"
0000000000000000004a,1110.4763843534108,3,3,3,3,3,2,3,3,2,3,BAMS150,11134,75,3,80,80,80,80,80,10,80,80,10,3,80,0,0,1,31.92491247197423,118.88264045849962,0.3799999952316284,0,0,2,2,7,6,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.25999999046325684,0.10000000149011612,0.6399999856948853,2,"{""type"":""Point"",""coordinates"":[118.88264045849965,31.924912471974235]}"
00000000000000000022,1351.0061858961958,3,3,2,3,3,2,3,2,2,3,BAMS150,12430,35,3,80,80,30,80,80,30,80,60,30,3,80,0,0,1,32.047352845199725,118.59940164941672,0.3933333333333333,0,0,4,4,5,4,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2633333333333333,0.07999999821186066,0.6566666666666666,2,"{""type"":""Point"",""coordinates"":[118.59940164941672,32.04735284519973]}"
00000000000000000029,1270.1066528759252,1,1,1,3,3,1,3,3,2,3,BAMS150,10207,42,3,50,50,50,80,80,50,80,80,60,3,80,1,1,1,32.20186307406828,118.58961001281985,0.44000000000000006,4,4,1,1,4,3,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2733333333333333,0.013333333333333334,0.7133333333333334,1,"{""type"":""Point"",""coordinates"":[118.58961001281986,32.201863074068285]}"
0000000000000000003a,1165.840924408748,3,3,3,3,3,3,2,2,3,3,BAMS150,14192,59,3,80,80,80,80,80,80,10,10,80,3,80,0,0,1,31.294295142522326,118.84140778695853,0.3833333333333333,0,0,2,2,7,6,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2833333333333333,0.05000000074505806,0.6666666666666666,2,"{""type"":""Point"",""coordinates"":[118.84140778695857,31.294295142522326]}"
0000000000000000002c,1246.856700494728,3,3,1,3,3,1,3,1,1,3,BAMS150,10471,45,3,80,80,50,80,80,50,80,50,50,3,80,1,1,1,32.0569648187398,118.6239256566732,0.4099999964237213,4,4,0,0,5,4,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2866666666666667,0.016666666666666666,0.6966666666666667,1,"{""type"":""Point"",""coordinates"":[118.6239256566732,32.0569648187398]}"
00000000000000000076,957.9020896590756,1,3,3,2,3,3,2,3,3,3,BAMS150,14565,119,3,50,80,80,30,80,80,30,80,80,3,80,1,1,1,31.90928178603055,118.7231894955684,0.36999999999999994,1,1,2,2,6,5,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2966666666666667,0.03666666666666667,0.6666666666666666,1,"{""type"":""Point"",""coordinates"":[118.72318949556842,31.909281786030554]}"
00000000000000000078,950.8713986146128,2,2,3,2,3,3,2,2,3,3,BAMS150,10576,121,3,60,60,80,10,80,80,10,30,80,3,80,0,0,1,32.04771217131337,118.64234111999764,0.3533333333333334,0,0,5,5,4,3,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.31666666666666665,0.013333333333333334,0.6700000166893005,2,"{""type"":""Point"",""coordinates"":[118.64234111999767,32.04771217131337]}"
